纬度,经度,地点,项目,形式
45.305,141.023,北海道礼文町,座布団：ザ・ダ交替,［dzabɯtoɴ］
45.198,141.143,北海道利尻町,座布団：ザ・ダ交替,［dzabɯtoɴ］
44.937,142.580,北海道枝幸町,座布団：ザ・ダ交替,［dzabɯtoɴ］
44.364,142.395,北海道名寄市,座布団：ザ・ダ交替,［dzabɯton］
44.363,141.699,北海道羽幌町,座布団：ザ・ダ交替,［dzabɯtoɴ］
43.896,144.290,北海道網走市,座布団：ザ・ダ交替,［zabɯtoɴ］
43.659,145.020,北海道標津町,座布団：ザ・ダ交替,［zabɯtoɴ］
43.646,141.352,北海道浜益村,座布団：ザ・ダ交替,［zabɯdoɴ］
43.457,142.480,北海道上富良野町,座布団：ザ・ダ交替,［zabɯtoɴ］
43.329,145.572,北海道根室市,座布団：ザ・ダ交替,［dzabɯton］
43.203,140.774,北海道余市町,座布団：ザ・ダ交替,［dzabɯton］
42.991,143.220,北海道音更町,座布団：ザ・ダ交替,［zabɯtoɴ］
42.953,144.533,北海道釧路町,座布団：ザ・ダ交替,［dzabɯton］
42.688,139.982,北海道島牧村,座布団：ザ・ダ交替,［dzabɯton］
42.442,141.158,北海道登別市,座布団：ザ・ダ交替,［dzabɯtoɴ］
42.350,142.370,北海道静内町,座布団：ザ・ダ交替,［dzabɯton］
42.253,143.309,北海道広尾町,座布団：ザ・ダ交替,［zabɯtoɴ］
42.226,140.285,北海道八雲町,座布団：ザ・ダ交替,［dzabɯton］
42.188,139.522,北海道奥尻町,座布団：ザ・ダ交替,［dzabɯton］
41.936,143.242,北海道えりも町,座布団：ザ・ダ交替,［dzabɯton］
41.922,140.149,北海道江差町,座布団：ザ・ダ交替,［dzabɯton］
41.833,141.145,北海道椴法華村,座布団：ザ・ダ交替,［dʑabɯton］
41.458,140.243,北海道福島町,座布団：ザ・ダ交替,［dzabɯdon］
41.428,140.105,北海道松前町,座布団：ザ・ダ交替,［zabɯtoɴ］
41.286,141.212,青森県むつ市,座布団：ザ・ダ交替,［zabɯtoɴ］
41.146,140.824,青森県脇野沢村,座布団：ザ・ダ交替,［dzaⁿbɯ̈doɴ］
41.088,141.392,青森県六ヶ所村,座布団：ザ・ダ交替,［saɸɯtoɴ］
41.088,141.392,青森県六ヶ所村,座布団：ザ・ダ交替,［zdabɯdoɴ］
41.088,141.392,青森県六ヶ所村,座布団：ザ・ダ交替,［zdabɯtoɴ］
41.043,140.641,青森県蟹田町,座布団：ザ・ダ交替,［dzabɯtoɴ］
40.865,141.128,青森県野辺地町,座布団：ザ・ダ交替,［zabɯtoɴ］
40.822,140.309,青森県木造町,座布団：ザ・ダ交替,［d^zabɯtoɴ］
40.822,140.309,青森県木造町,座布団：ザ・ダ交替,［d^zabɯtoˑ͡］
40.822,140.309,青森県木造町,座布団：ザ・ダ交替,［d^zaɸɯtoɴ］
40.810,140.444,青森県五所川原市,座布団：ザ・ダ交替,［dzabɯt̬oɴ］
40.810,140.731,青森県青森市,座布団：ザ・ダ交替,［dʑabüdoɴ］
40.748,140.093,青森県深浦町,座布団：ザ・ダ交替,［dzaⁿbɯ̈doɴ］
40.663,140.428,青森県弘前市,座布団：ザ・ダ交替,［d^zabɯton］
40.663,140.428,青森県弘前市,座布団：ザ・ダ交替,［d^ʒabɯton］
40.663,140.428,青森県弘前市,座布団：ザ・ダ交替,［d^ʒabɯto］
40.624,141.203,青森県十和田市,座布団：ザ・ダ交替,［dzaⁿbɯ̈doɴ］
40.584,141.468,青森県八戸市,座布団：ザ・ダ交替,［dʒabɯtoɴ］
40.519,140.576,青森県大鰐町,座布団：ザ・ダ交替,［dʑabüdoɴ］
40.291,141.069,青森県田子町,座布団：ザ・ダ交替,［dzaⁿbɯ̈doɴ］
40.304,141.780,岩手県種市町,座布団：ザ・ダ交替,［dzapɯ̥toɴ］
40.195,141.762,岩手県久慈市(栄町),座布団：ザ・ダ交替,［dzabɯdoɴ］
40.162,141.428,岩手県九戸村,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
40.125,141.803,岩手県久慈市(宇部町),座布団：ザ・ダ交替,［dzabɯdoɴ］
40.050,141.002,岩手県安代町,座布団：ザ・ダ交替,［dʒam^bodo］
40.014,141.473,岩手県葛巻町,座布団：ザ・ダ交替,［dʒabɯ̈doɴ］
39.847,141.789,岩手県岩泉町,座布団：ザ・ダ交替,［dzabɯdoɴ］
39.737,141.967,岩手県田老町,座布団：ザ・ダ交替,［dzabɯdoɴ］
39.726,140.967,岩手県雫石町,座布団：ザ・ダ交替,［dzam^bɯdoɴ］
39.696,141.166,岩手県盛岡市,座布団：ザ・ダ交替,［dzabɯ̈doɴ^］
39.696,141.166,岩手県盛岡市,座布団：ザ・ダ交替,［dzaɸɯ̥̈toɴ^］
39.642,141.954,岩手県宮古市,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
39.598,141.762,岩手県新里村,座布団：ザ・ダ交替,［dzabɯdoɴ］
39.460,140.774,岩手県沢内村,座布団：ザ・ダ交替,［zabudon］
39.430,141.974,岩手県山田町,座布団：ザ・ダ交替,［dzabɯdoɴ］
39.363,141.586,岩手県遠野市,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
39.291,141.130,岩手県北上市,座布団：ザ・ダ交替,［zabutoɴ］
39.208,141.867,岩手県釜石市,座布団：ザ・ダ交替,［dzabɯ̈toɴ］
39.097,141.724,岩手県大船渡市,座布団：ザ・ダ交替,［dzabɯtoɴ］
39.051,141.129,岩手県前沢町,座布団：ザ・ダ交替,［dzaɸɯ̥toɴ］
38.932,141.128,岩手県一関市,座布団：ザ・ダ交替,［dzabɯdoɴ］
38.899,141.269,岩手県川崎村,座布団：ザ・ダ交替,［dzaɸɯ̥toɴ］
38.892,141.393,岩手県千厩町,座布団：ザ・ダ交替,［dzaɸɯ̥toɴ］
38.880,141.563,宮城県気仙沼市,座布団：ザ・ダ交替,［dzabɯton］
38.805,140.668,宮城県鳴子町,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
38.769,141.328,宮城県東和町,座布団：ザ・ダ交替,［dzabɯ̈toɴ］
38.769,141.328,宮城県東和町,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
38.604,140.681,宮城県小野田町,座布団：ザ・ダ交替,［dzabɯ̈toɴ］
38.538,141.132,宮城県涌谷町,座布団：ザ・ダ交替,［dzabɯdoɴ］
38.441,140.885,宮城県大和町,座布団：ザ・ダ交替,［dzabɯ̈toɴ］
38.418,141.371,宮城県石巻市,座布団：ザ・ダ交替,［dzabɯdon］
38.244,140.940,宮城県仙台市,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
38.176,140.641,宮城県川崎町,座布団：ザ・ダ交替,［dzabɯdoɴ］
38.007,140.417,宮城県七ヶ宿町,座布団：ザ・ダ交替,［dzabudon］
37.965,140.830,宮城県角田市,座布団：ザ・ダ交替,［dzabudon］
40.285,140.591,秋田県大館市,座布団：ザ・ダ交替,［d^zabɯtoɴ］
40.196,140.039,秋田県能代市,座布団：ザ・ダ交替,［d^zabɯ̈toɴ］
40.142,140.804,秋田県鹿角市,座布団：ザ・ダ交替,［d^zabɯtoɴ］
39.946,140.119,秋田県五城目町,座布団：ザ・ダ交替,［dʑabɯtoɴ］
39.946,140.119,秋田県五城目町,座布団：ザ・ダ交替,［d^zabɯtoɴ］
39.921,139.905,秋田県男鹿市,座布団：ザ・ダ交替,［d^zabɯ̈toɴ］
39.716,140.114,秋田県秋田市,座布団：ザ・ダ交替,［dza˜bɯdoɴ］
39.583,140.570,秋田県角館町,座布団：ザ・ダ交替,［d^zabɯ̈toɴ］
39.387,140.037,秋田県本荘市,座布団：ザ・ダ交替,［dzaⁿbɯdoɴ］
39.256,139.919,秋田県金浦町,座布団：ザ・ダ交替,［dzaⁿbɯdoɴ］
39.106,140.536,秋田県稲川町,座布団：ザ・ダ交替,［d^zabɯ̈toɴ］
38.932,139.837,山形県酒田市,座布団：ザ・ダ交替,［dzabɯton］
38.865,140.258,山形県真室川町,座布団：ザ・ダ交替,［zabudon］
38.774,139.775,山形県鶴岡市,座布団：ザ・ダ交替,［dzabɯton］
38.738,140.142,山形県戸沢村,座布団：ザ・ダ交替,［dzabɯdoɴ］
38.730,140.490,山形県最上町,座布団：ザ・ダ交替,［dzabɯtoɴ］
38.588,139.831,山形県朝日村,座布団：ザ・ダ交替,［dzabɯdoɴ］
38.416,140.173,山形県西川町,座布団：ザ・ダ交替,［zabɯdon］
38.243,140.331,山形県山形市,座布団：ザ・ダ交替,［dzabɯ̈toⁿ］
38.184,140.117,山形県白鷹町,座布団：ザ・ダ交替,［zabɯdon］
38.088,139.731,山形県小国町,座布団：ザ・ダ交替,［dzabɯton］
37.903,140.119,山形県米沢市,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
37.828,140.581,福島県保原町,座布団：ザ・ダ交替,［zabɯdoɴ］
37.783,140.947,福島県相馬市,座布団：ザ・ダ交替,［dza˜pɯ̥toɴ］
37.783,140.947,福島県相馬市,座布団：ザ・ダ交替,［dzapɯ̥toɴ］
37.773,140.512,福島県福島市,座布団：ザ・ダ交替,［dzabɯtoɴ］
37.587,139.646,福島県西会津町,座布団：ザ・ダ交替,［zabɯtoɴ］
37.587,140.468,福島県二本松市,座布団：ザ・ダ交替,［zabɯtoɴ］
37.562,140.971,福島県小高町,座布団：ザ・ダ交替,［dza˜pɯ̥toɴ］
37.555,140.757,福島県浪江町,座布団：ザ・ダ交替,［dzabɯdoɴ］
37.554,140.068,福島県猪苗代町,座布団：ザ・ダ交替,［dzabɯ̈doɴ］
37.468,140.008,福島県会津若松市,座布団：ザ・ダ交替,［zabɯdoɴ］
37.414,140.136,福島県郡山市,座布団：ザ・ダ交替,［dzabɯtoɴ］
37.365,140.966,福島県富岡町,座布団：ザ・ダ交替,［dzapɯ̥toɴ］
37.338,139.603,福島県昭和村,座布団：ザ・ダ交替,［dzabɯ̈toɴ］
37.338,139.603,福島県昭和村,座布団：ザ・ダ交替,［dza˜bɯ̈doɴ］
37.278,140.621,福島県小野町,座布団：ザ・ダ交替,［dzapɯ̥toɴ］
37.189,139.659,福島県田島町,座布団：ザ・ダ交替,［zabɯdoɴ］
37.127,140.208,福島県白河市,座布団：ザ・ダ交替,［dzabɯtoɴ］
37.022,139.386,福島県檜枝岐村,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.942,140.761,福島県いわき市,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.880,140.422,福島県矢祭町,座布団：ザ・ダ交替,［zabɯtoɴ］
36.828,140.795,茨城県北茨城市,座布団：ザ・ダ交替,［d^zapɯton］
36.655,140.285,茨城県美和村,座布団：ザ・ダ交替,［dzapɯton］
36.602,140.661,茨城県日立市,座布団：ザ・ダ交替,［d^zabɯtoɴ］
36.459,140.556,茨城県東海村,座布団：ザ・ダ交替,［dzapɯton］
36.378,140.457,茨城県水戸市,座布団：ザ・ダ交替,［dzapɯ̥ton］
36.378,140.457,茨城県水戸市,座布団：ザ・ダ交替,［dzabɯton］
36.237,140.199,茨城県八郷町,座布団：ザ・ダ交替,［zapɯton］
36.162,139.964,茨城県千代川村,座布団：ザ・ダ交替,［d^zapɯtoɴ］
36.039,140.176,茨城県土浦市,座布団：ザ・ダ交替,［zabɯton］
35.886,140.668,茨城県神栖町,座布団：ザ・ダ交替,［dzabɯdon］
36.981,139.787,栃木県塩原町,座布団：ザ・ダ交替,［dzabɯdoɴ］
36.918,140.142,栃木県黒羽町,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.717,139.688,栃木県今市市,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.696,139.996,栃木県氏家町,座布団：ザ・ダ交替,［zapɯtoɴ］
36.636,139.441,栃木県足尾町,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.554,139.611,栃木県粟野町,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.548,139.856,栃木県宇都宮市,座布団：ザ・ダ交替,［d^zabɯton］
36.443,139.927,栃木県上三川町,座布団：ザ・ダ交替,［dzapɯtoɴ］
36.363,139.464,栃木県足利市,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.785,139.252,群馬県片品村,座布団：ザ・ダ交替,［dzabutoɴ］
36.704,138.894,群馬県新治村,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.689,139.109,群馬県川場村,座布団：ザ・ダ交替,［zabɯtoɴ］
36.638,138.657,群馬県六合村,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.542,138.894,群馬県東村(吾妻郡),座布団：ザ・ダ交替,［zabɯtoɴ］
36.402,139.335,群馬県桐生市,座布団：ザ・ダ交替,［dzabutoŋ］
36.389,139.082,群馬県前橋市,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.239,139.518,群馬県館林市,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.216,139.056,群馬県藤岡市,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.178,138.642,群馬県南牧村,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.192,139.177,埼玉県美里町,座布団：ザ・ダ交替,［dzabɯtoɴ］
36.102,139.546,埼玉県騎西町,座布団：ザ・ダ交替,［dzabɯton］
36.061,139.410,埼玉県東松山市,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.972,139.051,埼玉県秩父市,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.857,139.794,埼玉県草加市,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.834,139.430,埼玉県狭山市,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.954,139.858,千葉県野田市,座布団：ザ・ダ交替,［d^zabɯtoɴ］
35.906,140.405,千葉県神崎町,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.699,140.851,千葉県銚子市,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.682,140.316,千葉県八街市,座布団：ザ・ダ交替,［dzabuton］
35.535,140.115,千葉県市原市(八幡),座布団：ザ・ダ交替,［d^zabɯtoɴ］
35.404,140.373,千葉県長生村,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.316,139.822,千葉県富津市,座布団：ザ・ダ交替,［dzabuton］
35.258,140.163,千葉県市原市(戸面),座布団：ザ・ダ交替,［dzabuton］
35.021,139.951,千葉県丸山町,座布団：ザ・ダ交替,［d^zabɯtoɴ］
35.756,139.584,東京都練馬区,座布団：ザ・ダ交替,［d^zabutoɴ］
35.715,139.151,東京都檜原村,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.714,139.809,東京都墨田区,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.696,139.396,東京都立川市,座布団：ザ・ダ交替,［dzabɯtoɴ］
35.622,139.719,東京都品川区,座布団：ザ・ダ交替,［dzabɯtoɴ］
